0.011679,0.002427,"20.484381","103.826723"
0.011679,0.024405,"20.491038","103.414964"
0.011679,0.058861,"20.500631","103.098201"
0.011679,0.065451,"20.500584","103.081242"
0.011679,0.071387,"20.502756","103.078359"
0.011679,0.169027,"20.482119","103.526883"
0.011679,0.215768,"20.428326","102.541859"
0.011679,0.215929,"20.428111","102.535422"
0.011679,0.22286,"20.414952","102.185540"
0.011679,0.235129,"20.384670","101.423190"
0.011679,0.284526,"20.190136"," 97.494865"
0.011679,0.295414,"20.136347"," 96.662634"
0.011679,0.303534,"20.095003"," 96.079811"
0.011679,0.309028,"20.066675"," 95.712915"
0.011679,0.310252,"20.059960"," 95.636415"
0.011679,0.318499,"20.019144"," 95.084698"
0.011679,0.333416,"19.945834"," 94.140476"
0.011679,0.384478,"19.686376"," 91.027598"
0.011679,0.398006,"19.611753"," 90.214652"
0.011679,0.43288,"19.416933"," 88.077332"
0.011679,0.459784,"19.262164"," 86.236028"
0.011679,0.466718,"19.222635"," 85.757646"
0.011679,0.480089,"19.142964"," 84.815828"
0.011679,0.487676,"19.097611"," 84.291557"
0.011679,0.489126,"19.088470"," 84.191002"
0.011679,0.527775,"18.836442"," 81.553237"
0.011679,0.557884,"18.613692"," 79.290076"
0.011679,0.560523,"18.592163"," 79.073148"
0.011679,0.599169,"18.240722"," 75.217463"
0.011679,0.599989,"18.232259"," 75.127263"
0.011679,0.620111,"18.012727"," 72.690738"
0.011679,0.629354,"17.904047"," 71.505565"
0.011679,0.63044,"17.890707"," 71.366003"
0.011679,0.666191,"17.421847"," 66.382720"
0.011679,0.670173,"17.363363"," 65.794776"
0.011679,0.686612,"17.116303"," 63.241986"
0.011679,0.694343,"16.992946"," 62.015474"
0.011679,0.74889,"15.998892"," 53.201802"
0.011679,0.764372,"15.670401"," 50.595690"
0.011679,0.771844,"15.500659"," 49.323549"
0.011679,0.772291,"15.489741"," 49.246441"
0.011679,0.789866,"15.048590"," 46.218241"
0.011679,0.821034,"14.128036"," 40.716500"
0.011679,0.834116,"13.687559"," 38.304828"
0.011679,0.837117,"13.580500"," 37.740170"
0.011679,0.838541,"13.531830"," 37.470191"
0.011679,0.924013," 9.680150"," 18.584482"
0.011679,0.927652," 9.481389"," 17.617883"
0.011679,0.942036," 8.655208"," 13.627382"
0.011679,0.991184," 5.447652"," -2.619723"
0.015237,0.002427,"20.856949","107.307355"
0.015237,0.024405,"20.859296","106.864050"
0.015237,0.058861,"20.862102","106.491834"
0.015237,0.065451,"20.861583","106.462572"
0.015237,0.071387,"20.861017","106.447670"
0.015237,0.169027,"20.815778","106.739106"
0.015237,0.215768,"20.750923","105.724567"
0.015237,0.215929,"20.750472","105.717773"
0.015237,0.22286,"20.734898","105.364291"
0.015237,0.235129,"20.703793","104.594458"
0.015237,0.284526,"20.500587","100.623496"
0.015237,0.295414,"20.445763"," 99.781968"
0.015237,0.303534,"20.405176"," 99.195372"
0.015237,0.309028,"20.376733"," 98.806531"
0.015237,0.310252,"20.370491"," 98.719850"
0.015237,0.318499,"20.328388"," 98.165670"
0.015237,0.333416,"20.252524"," 97.211260"
0.015237,0.384478,"19.983097"," 94.020082"
0.015237,0.398006,"19.906744"," 93.189669"
0.015237,0.43288,"19.702788"," 90.968234"
0.015237,0.459784,"19.541713"," 89.039943"
0.015237,0.466718,"19.499829"," 88.521208"
0.015237,0.480089,"19.417309"," 87.528728"
0.015237,0.487676,"19.369896"," 86.958653"
0.015237,0.489126,"19.360314"," 86.852356"
0.015237,0.527775,"19.097504"," 84.005826"
0.015237,0.557884,"18.865767"," 81.564448"
0.015237,0.560523,"18.843234"," 81.322954"
0.015237,0.599169,"18.479504"," 77.268781"
0.015237,0.599989,"18.471007"," 77.169275"
0.015237,0.620111,"18.244891"," 74.635305"
0.015237,0.629354,"18.132883"," 73.411213"
0.015237,0.63044,"18.119252"," 73.266276"
0.015237,0.666191,"17.637334"," 68.126255"
0.015237,0.670173,"17.578369"," 67.506806"
0.015237,0.686612,"17.324727"," 64.885794"
0.015237,0.694343,"17.197955"," 63.623543"
0.015237,0.74889,"16.189888"," 54.574460"
0.015237,0.764372,"15.859550"," 51.915927"
0.015237,0.771844,"15.687491"," 50.616203"
0.015237,0.772291,"15.677086"," 50.537692"
0.015237,0.789866,"15.238324"," 47.465789"
0.015237,0.821034,"14.316524"," 41.908643"
